"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Wasatch County, UT"	"49051"	"2012"	"2012"	25	25273	98.9	64.0	146.0	126.1	79.0	190.9
	"Wasatch County, UT"	"49051"	"2013"	"2013"	13	26437	Unreliable	26.2	84.1	Unreliable	33.6	120.5
	"Washington County, UT"	"49053"	"2009"	"2009"	128	137088	93.4	77.2	109.5	88.0	72.2	103.9
	"Washington County, UT"	"49053"	"2010"	"2010"	163	138115	118.0	99.9	136.1	109.6	92.0	127.1
	"Washington County, UT"	"49053"	"2011"	"2011"	195	141666	137.6	118.3	157.0	121.5	103.7	139.3
	"Washington County, UT"	"49053"	"2012"	"2012"	213	144809	147.1	127.3	166.8	133.0	114.2	151.9
	"Washington County, UT"	"49053"	"2013"	"2013"	221	147800	149.5	129.8	169.2	129.0	111.2	146.9
	"Weber County, UT"	"49057"	"2009"	"2009"	249	228118	109.2	95.6	122.7	121.3	106.1	136.6
	"Weber County, UT"	"49057"	"2010"	"2010"	249	231236	107.7	94.3	121.1	118.2	103.3	133.0
	"Weber County, UT"	"49057"	"2011"	"2011"	277	234420	118.2	104.2	132.1	128.4	113.1	143.7
	"Weber County, UT"	"49057"	"2012"	"2012"	281	236640	118.7	104.9	132.6	128.9	113.7	144.1
	"Weber County, UT"	"49057"	"2013"	"2013"	334	238519	140.0	125.0	155.0	152.2	135.7	168.7
	"Addison County, VT"	"50001"	"2009"	"2009"	41	36847	111.3	79.9	151.0	102.9	73.2	140.6
	"Addison County, VT"	"50001"	"2010"	"2010"	50	36821	135.8	100.8	179.0	125.1	91.9	166.3
	"Addison County, VT"	"50001"	"2011"	"2011"	42	36742	114.3	82.4	154.5	100.9	71.4	138.5
	"Addison County, VT"	"50001"	"2012"	"2012"	51	36745	138.8	103.3	182.5	125.0	91.8	166.2
	"Addison County, VT"	"50001"	"2013"	"2013"	39	36791	106.0	75.4	144.9	98.6	69.1	136.5
	"Bennington County, VT"	"50003"	"2009"	"2009"	57	37151	153.4	116.2	198.8	106.5	79.8	139.3
	"Bennington County, VT"	"50003"	"2010"	"2010"	64	37125	172.4	132.8	220.1	129.7	98.0	168.5
	"Bennington County, VT"	"50003"	"2011"	"2011"	66	36970	178.5	138.1	227.1	128.9	97.6	167.0
	"Bennington County, VT"	"50003"	"2012"	"2012"	45	36697	122.6	89.4	164.1	85.1	59.9	117.3
	"Bennington County, VT"	"50003"	"2013"	"2013"	59	36659	160.9	122.5	207.6	115.4	85.1	153.0
	"Caledonia County, VT"	"50005"	"2009"	"2009"	45	31213	144.2	105.2	192.9	113.9	82.4	153.4
	"Caledonia County, VT"	"50005"	"2010"	"2010"	36	31227	115.3	80.7	159.6	92.5	64.1	129.2
	"Caledonia County, VT"	"50005"	"2011"	"2011"	42	31166	134.8	97.1	182.2	111.7	79.4	152.7
	"Caledonia County, VT"	"50005"	"2012"	"2012"	39	31121	125.3	89.1	171.3	108.7	76.1	150.5
	"Caledonia County, VT"	"50005"	"2013"	"2013"	41	31157	131.6	94.4	178.5	107.4	76.0	147.4
	"Chittenden County, VT"	"50007"	"2009"	"2009"	111	155793	71.2	58.0	84.5	71.0	57.7	84.4
	"Chittenden County, VT"	"50007"	"2010"	"2010"	142	156545	90.7	75.8	105.6	90.5	75.4	105.7
	"Chittenden County, VT"	"50007"	"2011"	"2011"	144	157491	91.4	76.5	106.4	89.8	74.9	104.8
	"Chittenden County, VT"	"50007"	"2012"	"2012"	129	158504	81.4	67.3	95.4	76.3	62.8	89.7
	"Chittenden County, VT"	"50007"	"2013"	"2013"	154	159515	96.5	81.3	111.8	93.8	78.7	109.0
	"Essex County, VT"	"50009"	"2010"	"2010"	10	6306	Unreliable	76.0	291.6	Unreliable	61.3	254.6
	"Franklin County, VT"	"50011"	"2009"	"2009"	46	47620	96.6	70.7	128.8	102.2	74.9	136.4
	"Franklin County, VT"	"50011"	"2010"	"2010"	37	47746	77.5	54.6	106.8	80.2	56.2	111.0
	"Franklin County, VT"	"50011"	"2011"	"2011"	51	48113	106.0	78.9	139.4	108.9	80.8	143.6
	"Franklin County, VT"	"50011"	"2012"	"2012"	54	48214	112.0	84.1	146.1	111.3	83.1	145.9
	"Franklin County, VT"	"50011"	"2013"	"2013"	63	48294	130.5	100.2	166.9	126.0	96.4	161.8
	"Grand Isle County, VT"	"50013"	"2010"	"2010"	10	6970	Unreliable	68.8	263.9	Unreliable	67.1	278.7
	"Grand Isle County, VT"	"50013"	"2011"	"2011"	10	6931	Unreliable	69.2	265.3	Unreliable	72.9	302.4
	"Lamoille County, VT"	"50015"	"2009"	"2009"	24	24193	99.2	63.6	147.6	98.0	62.1	147.0
	"Lamoille County, VT"	"50015"	"2010"	"2010"	29	24475	118.5	79.4	170.2	109.0	72.4	157.5
	"Lamoille County, VT"	"50015"	"2011"	"2011"	26	24701	105.3	68.8	154.2	99.6	64.4	147.0
	"Lamoille County, VT"	"50015"	"2012"	"2012"	23	24958	92.2	58.4	138.3	86.8	54.4	131.4
	"Lamoille County, VT"	"50015"	"2013"	"2013"	32	25067	127.7	87.3	180.2	110.6	75.2	157.0
	"Orange County, VT"	"50017"	"2009"	"2009"	34	28965	117.4	81.3	164.0	108.8	74.9	152.7
	"Orange County, VT"	"50017"	"2010"	"2010"	30	28936	103.7	70.0	148.0	100.2	66.6	144.8
	"Orange County, VT"	"50017"	"2011"	"2011"	35	29006	120.7	84.0	167.8	111.4	76.7	156.4
	"Orange County, VT"	"50017"	"2012"	"2012"	36	28924	124.5	87.2	172.3	117.1	80.6	164.4
	"Orange County, VT"	"50017"	"2013"	"2013"	33	28915	114.1	78.6	160.3	108.6	73.8	154.1
	"Orleans County, VT"	"50019"	"2009"	"2009"	36	27234	132.2	92.6	183.0	106.2	73.1	149.1
	"Orleans County, VT"	"50019"	"2010"	"2010"	41	27231	150.6	108.0	204.3	127.0	89.4	175.1
	"Orleans County, VT"	"50019"	"2011"	"2011"	51	27173	187.7	139.7	246.8	137.4	100.6	183.3
	"Orleans County, VT"	"50019"	"2012"	"2012"	37	27109	136.5	96.1	188.1	124.5	86.2	173.9
	"Orleans County, VT"	"50019"	"2013"	"2013"	46	27169	169.3	124.0	225.8	132.2	94.8	179.3
	"Rutland County, VT"	"50021"	"2009"	"2009"	82	61946	132.4	105.3	164.3	108.6	85.4	136.1
	"Rutland County, VT"	"50021"	"2010"	"2010"	71	61642	115.2	90.0	145.3	93.8	72.4	119.6
	"Rutland County, VT"	"50021"	"2011"	"2011"	71	61289	115.8	90.5	146.1	96.0	74.1	122.3
	"Rutland County, VT"	"50021"	"2012"	"2012"	82	60869	134.7	107.1	167.2	102.7	80.8	128.7
	"Rutland County, VT"	"50021"	"2013"	"2013"	97	60622	160.0	129.8	195.2	125.7	100.5	155.2
	"Washington County, VT"	"50023"	"2009"	"2009"	62	59353	104.5	80.1	133.9	94.6	72.0	122.0
	"Washington County, VT"	"50023"	"2010"	"2010"	61	59534	102.5	78.4	131.6	85.1	64.4	110.2
	"Washington County, VT"	"50023"	"2011"	"2011"	68	59626	114.0	88.6	144.6	96.0	73.8	122.8
	"Washington County, VT"	"50023"	"2012"	"2012"	84	59465	141.3	112.7	174.9	116.5	92.1	145.4
	"Washington County, VT"	"50023"	"2013"	"2013"	80	59319	134.9	106.9	167.9	111.0	87.3	139.1
	"Windham County, VT"	"50025"	"2009"	"2009"	56	44441	126.0	95.2	163.6	102.7	77.0	134.4
	"Windham County, VT"	"50025"	"2010"	"2010"	64	44513	143.8	110.7	183.6	116.1	88.6	149.4
	"Windham County, VT"	"50025"	"2011"	"2011"	68	44266	153.6	119.3	194.7	122.8	94.1	157.4
	"Windham County, VT"	"50025"	"2012"	"2012"	55	43985	125.0	94.2	162.8	98.4	72.8	130.1
	"Windham County, VT"	"50025"	"2013"	"2013"	60	43857	136.8	104.4	176.1	111.5	83.7	145.4
	"Windsor County, VT"	"50027"	"2009"	"2009"	79	56708	139.3	110.3	173.6	106.3	83.2	133.9
	"Windsor County, VT"	"50027"	"2010"	"2010"	86	56670	151.8	121.4	187.4	115.3	91.1	143.8
	"Windsor County, VT"	"50027"	"2011"	"2011"	84	56666	148.2	118.2	183.5	110.6	86.9	138.9
	"Windsor County, VT"	"50027"	"2012"	"2012"	77	56211	137.0	108.1	171.2	98.5	76.6	124.6
	"Windsor County, VT"	"50027"	"2013"	"2013"	95	56067	169.4	137.1	207.1	127.1	101.1	157.8
	"Accomack County, VA"	"51001"	"2009"	"2009"	47	33415	140.7	103.3	187.0	123.8	89.6	166.8
	"Accomack County, VA"	"51001"	"2010"	"2010"	57	33164	171.9	130.2	222.7	137.1	102.7	179.3
	"Accomack County, VA"	"51001"	"2011"	"2011"	60	33336	180.0	137.3	231.7	153.1	114.7	200.2
	"Accomack County, VA"	"51001"	"2012"	"2012"	41	33341	123.0	88.2	166.8	102.7	72.3	141.6
	"Accomack County, VA"	"51001"	"2013"	"2013"	49	33148	147.8	109.4	195.4	119.2	86.6	160.0
	"Albemarle County, VA"	"51003"	"2009"	"2009"	90	98071	91.8	73.8	112.8	74.1	59.5	91.3
	"Albemarle County, VA"	"51003"	"2010"	"2010"	74	98970	74.8	58.7	93.9	61.6	48.1	77.7
	"Albemarle County, VA"	"51003"	"2011"	"2011"	109	100553	108.4	88.1	128.8	89.8	72.5	107.1
	"Albemarle County, VA"	"51003"	"2012"	"2012"	116	102251	113.4	92.8	134.1	86.2	70.1	102.3
	"Albemarle County, VA"	"51003"	"2013"	"2013"	127	103000	123.3	101.9	144.7	90.4	74.3	106.6
	"Alleghany County, VA"	"51005"	"2009"	"2009"	22	16306	134.9	84.6	204.3	116.6	71.2	180.1
	"Alleghany County, VA"	"51005"	"2010"	"2010"	18	16250	Unreliable	65.6	175.1	Unreliable	56.5	160.6
	"Alleghany County, VA"	"51005"	"2011"	"2011"	29	16175	179.3	120.1	257.5	149.4	96.7	220.5
	"Alleghany County, VA"	"51005"	"2012"	"2012"	28	16230	172.5	114.6	249.3	143.1	90.7	214.7
	"Alleghany County, VA"	"51005"	"2013"	"2013"	31	16161	191.8	130.3	272.3	124.7	82.9	180.2
	"Amelia County, VA"	"51007"	"2009"	"2009"	19	12594	Unreliable	90.8	235.6	Unreliable	81.8	218.2
	"Amelia County, VA"	"51007"	"2010"	"2010"	13	12690	Unreliable	54.5	175.2	Unreliable	50.4	170.4
	"Amelia County, VA"	"51007"	"2011"	"2011"	18	12805	Unreliable	83.3	222.2	Unreliable	81.3	223.3
	"Amelia County, VA"	"51007"	"2012"	"2012"	22	12759	172.4	108.1	261.1	149.2	91.1	230.4
	"Amelia County, VA"	"51007"	"2013"	"2013"	16	12745	Unreliable	71.8	203.9	Unreliable	61.3	180.6
	"Amherst County, VA"	"51009"	"2009"	"2009"	36	32447	111.0	77.7	153.6	105.8	73.3	147.9
	"Amherst County, VA"	"51009"	"2010"	"2010"	30	32353	92.7	62.6	132.4	80.6	54.0	115.7
	"Amherst County, VA"	"51009"	"2011"	"2011"	47	32167	146.1	107.4	194.3	122.4	89.3	163.8
	"Amherst County, VA"	"51009"	"2012"	"2012"	48	32384	148.2	109.3	196.5	121.2	88.4	162.2
	"Amherst County, VA"	"51009"	"2013"	"2013"	35	32178	108.8	75.8	151.3	98.2	67.6	137.9
	"Appomattox County, VA"	"51011"	"2009"	"2009"	15	14812	Unreliable	56.7	167.0	Unreliable	51.3	157.5
	"Appomattox County, VA"	"51011"	"2010"	"2010"	21	14973	140.3	86.8	214.4	132.3	80.8	204.4
	"Appomattox County, VA"	"51011"	"2011"	"2011"	21	15041	139.6	86.4	213.4	129.4	79.0	199.8
	"Appomattox County, VA"	"51011"	"2012"	"2012"	20	15128	132.2	80.8	204.2	113.6	68.4	177.3
	"Appomattox County, VA"	"51011"	"2013"	"2013"	19	15255	Unreliable	75.0	194.5	Unreliable	63.7	175.1
	"Arlington County, VA"	"51013"	"2009"	"2009"	120	202637	59.2	48.6	69.8	70.6	57.6	83.7
	"Arlington County, VA"	"51013"	"2010"	"2010"	109	207627	52.5	42.6	62.4	63.1	50.9	75.3
	"Arlington County, VA"	"51013"	"2011"	"2011"	129	216004	59.7	49.4	70.0	70.9	58.2	83.7
	"Arlington County, VA"	"51013"	"2012"	"2012"	148	221045	67.0	56.2	77.7	81.0	67.1	94.8
	"Arlington County, VA"	"51013"	"2013"	"2013"	139	224906	61.8	51.5	72.1	79.3	65.7	92.9
	"Augusta County, VA"	"51015"	"2009"	"2009"	81	73844	109.7	87.1	136.3	105.3	83.3	131.5
	"Augusta County, VA"	"51015"	"2010"	"2010"	74	73750	100.3	78.8	126.0	90.2	70.5	113.8
	"Augusta County, VA"	"51015"	"2011"	"2011"	77	73549	104.7	82.6	130.8	95.4	74.8	119.9
	"Augusta County, VA"	"51015"	"2012"	"2012"	99	73658	134.4	109.2	163.6	121.3	97.8	148.8
	"Augusta County, VA"	"51015"	"2013"	"2013"	104	73912	140.7	113.7	167.8	124.9	99.9	150.0
	"Bath County, VA"	"51017"	"2011"	"2011"	14	4657	Unreliable	164.4	504.4	Unreliable	120.5	432.0
	"Bath County, VA"	"51017"	"2012"	"2012"	13	4652	Unreliable	148.8	477.9	Unreliable	92.1	311.5
	"Bedford County, VA"	"51019"	"2009"	"2009"	84	68399	122.8	98.0	152.0	127.1	100.6	158.4
	"Bedford County, VA"	"51019"	"2010"	"2010"	83	68676	120.9	96.3	149.8	117.5	92.9	146.7
	"Bedford County, VA"	"51019"	"2011"	"2011"	68	69246	98.2	76.3	124.5	95.5	73.5	121.9
	"Bedford County, VA"	"51019"	"2012"	"2012"	111	69590	159.5	129.8	189.2	157.6	127.4	187.8
	"Bedford County, VA"	"51019"	"2013"	"2013"	92	69825	131.8	106.2	161.6	127.9	102.3	158.0
	"Bland County, VA"	"51021"	"2009"	"2009"	13	6868	Unreliable	100.8	323.7	Unreliable	96.2	325.1
	"Bland County, VA"	"51021"	"2010"	"2010"	12	6824	Unreliable	90.9	307.2	Unreliable	84.9	304.2
	"Bland County, VA"	"51021"	"2011"	"2011"	12	6818	Unreliable	90.9	307.4	Unreliable	80.2	271.0
	"Bland County, VA"	"51021"	"2012"	"2012"	10	6738	Unreliable	71.2	272.9	Unreliable	57.5	220.4
	"Bland County, VA"	"51021"	"2013"	"2013"	12	6735	Unreliable	92.1	311.2	Unreliable	92.3	312.2
	"Botetourt County, VA"	"51023"	"2009"	"2009"	38	33042	115.0	81.4	157.9	110.9	77.7	153.6
	"Botetourt County, VA"	"51023"	"2010"	"2010"	30	33148	90.5	61.1	129.2	85.6	56.9	123.8
	"Botetourt County, VA"	"51023"	"2011"	"2011"	42	32928	127.6	91.9	172.4	113.4	80.2	155.6
	"Botetourt County, VA"	"51023"	"2012"	"2012"	41	33154	123.7	88.7	167.8	108.9	76.7	150.1
	"Botetourt County, VA"	"51023"	"2013"	"2013"	38	33002	115.1	81.5	158.0	99.7	69.1	139.4
	"Brunswick County, VA"	"51025"	"2009"	"2009"	10	17507	Unreliable	27.4	105.0	Unreliable	24.0	91.9
	"Brunswick County, VA"	"51025"	"2010"	"2010"	12	17434	Unreliable	35.6	120.2	Unreliable	30.2	102.2
	"Brunswick County, VA"	"51025"	"2011"	"2011"	16	17204	Unreliable	53.2	151.0	Unreliable	42.8	126.2
	"Brunswick County, VA"	"51025"	"2012"	"2012"	15	17010	Unreliable	49.4	145.4	Unreliable	47.3	145.2
	"Brunswick County, VA"	"51025"	"2013"	"2013"	17	16973	Unreliable	58.3	160.4	Unreliable	51.9	147.3
	"Buchanan County, VA"	"51027"	"2009"	"2009"	38	24234	156.8	111.0	215.2	158.5	111.0	219.4
	"Buchanan County, VA"	"51027"	"2010"	"2010"	41	24098	170.1	122.1	230.8	159.5	112.9	219.0
	"Buchanan County, VA"	"51027"	"2011"	"2011"	41	23581	173.9	124.8	235.9	171.2	121.7	234.0
	"Buchanan County, VA"	"51027"	"2012"	"2012"	39	23859	163.5	116.2	223.5	159.5	112.3	219.8
	"Buchanan County, VA"	"51027"	"2013"	"2013"	34	23597	144.1	99.8	201.3	136.4	93.3	192.5
	"Buckingham County, VA"	"51029"	"2009"	"2009"	17	17148	Unreliable	57.8	158.7	Unreliable	57.6	158.4
	"Buckingham County, VA"	"51029"	"2010"	"2010"	16	17146	Unreliable	53.3	151.5	Unreliable	54.2	153.9
	"Buckingham County, VA"	"51029"	"2011"	"2011"	19	17278	Unreliable	66.2	171.7	Unreliable	63.2	168.5
	"Buckingham County, VA"	"51029"	"2012"	"2012"	17	17088	Unreliable	58.0	159.3	Unreliable	52.4	148.9
	"Buckingham County, VA"	"51029"	"2013"	"2013"	23	17136	134.2	85.1	201.4	128.3	81.4	192.6
	"Campbell County, VA"	"51031"	"2009"	"2009"	53	54472	97.3	72.9	127.3	94.0	70.0	123.6
	"Campbell County, VA"	"51031"	"2010"	"2010"	69	54842	125.8	97.9	159.2	117.5	91.0	149.2
	"Campbell County, VA"	"51031"	"2011"	"2011"	60	55032	109.0	83.2	140.3	97.0	73.9	125.2
	"Campbell County, VA"	"51031"	"2012"	"2012"	69	55163	125.1	97.3	158.3	108.5	84.1	137.8
	"Campbell County, VA"	"51031"	"2013"	"2013"	75	55235	135.8	106.8	170.2	116.0	90.7	146.0
	"Caroline County, VA"	"51033"	"2009"	"2009"	30	28263	106.1	71.6	151.5	108.0	72.9	154.2
	"Caroline County, VA"	"51033"	"2010"	"2010"	24	28545	84.1	53.9	125.1	83.5	52.9	125.2
	"Caroline County, VA"	"51033"	"2011"	"2011"	22	28674	76.7	48.1	116.2	77.5	48.6	117.4
	"Caroline County, VA"	"51033"	"2012"	"2012"	29	28972	100.1	67.0	143.8	92.3	61.3	133.4
	"Caroline County, VA"	"51033"	"2013"	"2013"	33	29298	112.6	77.5	158.2	111.9	76.5	157.9
	"Carroll County, VA"	"51035"	"2009"	"2009"	52	30002	173.3	129.4	227.3	139.8	103.1	185.3
	"Carroll County, VA"	"51035"	"2010"	"2010"	46	30042	153.1	112.1	204.2	128.9	92.9	174.2
	"Carroll County, VA"	"51035"	"2011"	"2011"	41	29981	136.8	98.1	185.5	106.2	75.1	145.7
	"Carroll County, VA"	"51035"	"2012"	"2012"	55	29851	184.2	138.8	239.8	157.6	117.0	207.8
	"Carroll County, VA"	"51035"	"2013"	"2013"	55	29883	184.1	138.7	239.6	148.1	109.9	195.3
	"Charles City County, VA"	"51036"	"2011"	"2011"	12	7241	Unreliable	85.6	289.5	Unreliable	83.6	299.6
	"Charles City County, VA"	"51036"	"2012"	"2012"	12	7157	Unreliable	86.6	292.9	Unreliable	71.1	272.6
	"Charlotte County, VA"	"51037"	"2009"	"2009"	16	12588	Unreliable	72.7	206.4	Unreliable	60.2	184.6
	"Charlotte County, VA"	"51037"	"2010"	"2010"	15	12586	Unreliable	66.7	196.6	Unreliable	57.6	184.8
	"Charlotte County, VA"	"51037"	"2011"	"2011"	21	12505	167.9	104.0	256.7	145.1	87.4	226.6
	"Charlotte County, VA"	"51037"	"2012"	"2012"	15	12404	Unreliable	67.7	199.5	Unreliable	53.0	162.6
	"Charlotte County, VA"	"51037"	"2013"	"2013"	15	12305	Unreliable	68.2	201.1	Unreliable	56.2	180.4
	"Chesterfield County, VA"	"51041"	"2009"	"2009"	211	313096	67.4	58.3	76.5	81.5	70.3	92.8
	"Chesterfield County, VA"	"51041"	"2010"	"2010"	242	316236	76.5	66.9	86.2	90.5	78.8	102.1
	"Chesterfield County, VA"	"51041"	"2011"	"2011"	285	320277	89.0	78.7	99.3	102.3	90.3	114.4
	"Chesterfield County, VA"	"51041"	"2012"	"2012"	280	323856	86.5	76.3	96.6	96.9	85.4	108.5
	"Chesterfield County, VA"	"51041"	"2013"	"2013"	319	327745	97.3	86.7	108.0	107.8	95.8	119.8
	"Clarke County, VA"	"51043"	"2009"	"2009"	16	14015	Unreliable	65.3	185.4	Unreliable	58.1	178.3
	"Clarke County, VA"	"51043"	"2010"	"2010"	19	14034	Unreliable	81.5	211.4	Unreliable	69.8	186.1
	"Clarke County, VA"	"51043"	"2011"	"2011"	18	14258	Unreliable	74.8	199.5	Unreliable	61.4	174.4
	"Clarke County, VA"	"51043"	"2012"	"2012"	16	14323	Unreliable	63.9	181.4	Unreliable	50.2	147.9
	"Clarke County, VA"	"51043"	"2013"	"2013"	20	14348	139.4	85.1	215.3	114.4	68.9	178.6
	"Culpeper County, VA"	"51047"	"2009"	"2009"	33	46236	71.4	49.1	100.2	76.6	52.4	108.1
	"Culpeper County, VA"	"51047"	"2010"	"2010"	31	46689	66.4	45.1	94.2	72.0	48.6	102.9
	"Culpeper County, VA"	"51047"	"2011"	"2011"	48	47476	101.1	74.5	134.0	103.2	75.8	137.2
	"Culpeper County, VA"	"51047"	"2012"	"2012"	53	47911	110.6	82.9	144.7	114.7	85.7	150.4
	"Culpeper County, VA"	"51047"	"2013"	"2013"	66	48506	136.1	105.2	173.1	140.4	108.1	179.3
	"Cumberland County, VA"	"51049"	"2009"	"2009"	13	10013	Unreliable	69.1	222.0	Unreliable	70.2	225.4
	"Cumberland County, VA"	"51049"	"2011"	"2011"	11	9969	Unreliable	55.1	197.4	Unreliable	49.4	177.1
	"Cumberland County, VA"	"51049"	"2012"	"2012"	13	9849	Unreliable	70.3	225.7	Unreliable	61.8	208.9
	"Cumberland County, VA"	"51049"	"2013"	"2013"	20	9841	203.2	124.1	313.9	192.8	114.3	304.7
	"Dickenson County, VA"	"51051"	"2009"	"2009"	23	15925	144.4	91.6	216.7	134.0	84.0	202.9
	"Dickenson County, VA"	"51051"	"2010"	"2010"	27	15903	169.8	111.9	247.0	163.8	106.0	241.8
	"Dickenson County, VA"	"51051"	"2011"	"2011"	32	15741	203.3	139.1	287.0	194.7	131.4	278.0
	"Dickenson County, VA"	"51051"	"2012"	"2012"	26	15690	165.7	108.2	242.8	166.1	107.5	245.2
	"Dickenson County, VA"	"51051"	"2013"	"2013"	23	15486	148.5	94.1	222.9	135.1	83.6	206.5
	"Dinwiddie County, VA"	"51053"	"2009"	"2009"	20	27888	71.7	43.8	110.8	70.9	42.7	110.7
	"Dinwiddie County, VA"	"51053"	"2010"	"2010"	33	28001	117.9	81.1	165.5	120.8	82.6	170.5
	"Dinwiddie County, VA"	"51053"	"2011"	"2011"	23	27918	82.4	52.2	123.6	82.5	51.7	124.9
	"Dinwiddie County, VA"	"51053"	"2012"	"2012"	33	27994	117.9	81.1	165.6	108.6	74.3	153.4
	"Dinwiddie County, VA"	"51053"	"2013"	"2013"	39	27904	139.8	99.4	191.1	132.7	93.5	183.0
	"Essex County, VA"	"51057"	"2009"	"2009"	23	11104	207.1	131.3	310.8	171.3	107.4	259.4
	"Essex County, VA"	"51057"	"2010"	"2010"	14	11151	Unreliable	68.6	210.7	Unreliable	56.4	181.2
	"Essex County, VA"	"51057"	"2011"	"2011"	25	11205	223.1	144.4	329.4	195.2	123.7	292.9
	"Essex County, VA"	"51057"	"2012"	"2012"	13	11233	Unreliable	61.6	197.9	Unreliable	47.9	161.9
	"Essex County, VA"	"51057"	"2013"	"2013"	15	11229	Unreliable	74.8	220.3	Unreliable	61.6	197.8
	"Fairfax County, VA"	"51059"	"2009"	"2009"	575	1065142	54.0	49.6	58.4	64.2	58.9	69.6
	"Fairfax County, VA"	"51059"	"2010"	"2010"	573	1081726	53.0	48.6	57.3	63.0	57.7	68.3
	"Fairfax County, VA"	"51059"	"2011"	"2011"	672	1100692	61.1	56.4	65.7	70.9	65.5	76.4
	"Fairfax County, VA"	"51059"	"2012"	"2012"	704	1118602	62.9	58.3	67.6	71.8	66.4	77.2
	"Fairfax County, VA"	"51059"	"2013"	"2013"	736	1130924	65.1	60.4	69.8	73.9	68.4	79.3
	"Fauquier County, VA"	"51061"	"2009"	"2009"	77	64907	118.6	93.6	148.3	123.9	97.3	155.5
	"Fauquier County, VA"	"51061"	"2010"	"2010"	86	65203	131.9	105.5	162.9	138.7	110.3	172.2
	"Fauquier County, VA"	"51061"	"2011"	"2011"	85	66071	128.6	102.8	159.1	135.4	107.7	168.1
	"Fauquier County, VA"	"51061"	"2012"	"2012"	75	66542	112.7	88.7	141.3	114.9	90.0	144.4
	"Fauquier County, VA"	"51061"	"2013"	"2013"	88	67207	130.9	105.0	161.3	128.2	102.4	158.5
	"Floyd County, VA"	"51063"	"2009"	"2009"	22	15150	145.2	91.0	219.9	147.1	91.1	224.9
	"Floyd County, VA"	"51063"	"2010"	"2010"	18	15279	Unreliable	69.8	186.2	Unreliable	56.5	155.2
	"Floyd County, VA"	"51063"	"2011"	"2011"	22	15378	143.1	89.7	216.6	130.3	79.6	201.2
	"Floyd County, VA"	"51063"	"2012"	"2012"	30	15390	194.9	131.5	278.3	163.8	108.8	236.7
	"Floyd County, VA"	"51063"	"2013"	"2013"	33	15528	212.5	146.3	298.5	165.4	111.6	236.1
	"Fluvanna County, VA"	"51065"	"2009"	"2009"	18	25576	Unreliable	41.7	111.2	Unreliable	40.4	110.9
	"Fluvanna County, VA"	"51065"	"2010"	"2010"	13	25691	Unreliable	26.9	86.5	Unreliable	29.2	93.6
	"Fluvanna County, VA"	"51065"	"2011"	"2011"	25	26061	95.9	62.1	141.6	93.2	59.7	138.7
	"Fluvanna County, VA"	"51065"	"2012"	"2012"	26	25967	100.1	65.4	146.7	95.1	61.6	140.4
	"Fluvanna County, VA"	"51065"	"2013"	"2013"	30	25977	115.5	77.9	164.9	108.0	72.3	155.1
	"Franklin County, VA"	"51067"	"2009"	"2009"	68	55732	122.0	94.7	154.7	110.0	84.7	140.4
	"Franklin County, VA"	"51067"	"2010"	"2010"	77	56159	137.1	108.2	171.4	125.9	98.7	158.3
	"Franklin County, VA"	"51067"	"2011"	"2011"	59	56419	104.6	79.6	134.9	102.6	77.1	133.9
	"Franklin County, VA"	"51067"	"2012"	"2012"	78	56411	138.3	109.3	172.6	123.9	96.8	156.3
	"Franklin County, VA"	"51067"	"2013"	"2013"	71	56335	126.0	98.4	159.0	109.8	84.5	140.2
	"Frederick County, VA"	"51069"	"2009"	"2009"	60	77477	77.4	59.1	99.7	81.6	62.1	105.2
	"Frederick County, VA"	"51069"	"2010"	"2010"	65	78305	83.0	64.1	105.8	87.2	67.2	111.4
	"Frederick County, VA"	"51069"	"2011"	"2011"	68	79666	85.4	66.3	108.2	89.8	69.6	114.0
	"Frederick County, VA"	"51069"	"2012"	"2012"	83	80317	103.3	82.3	128.1	104.7	83.3	130.0
	"Frederick County, VA"	"51069"	"2013"	"2013"	87	81319	107.0	85.7	132.0	102.8	82.1	127.1
	"Giles County, VA"	"51071"	"2009"	"2009"	23	17264	133.2	84.5	199.9	109.9	68.9	166.4
	"Giles County, VA"	"51071"	"2010"	"2010"	24	17286	138.8	89.0	206.6	111.2	69.7	168.4
	"Giles County, VA"	"51071"	"2011"	"2011"	26	17124	151.8	99.2	222.5	126.9	81.3	188.8
	"Giles County, VA"	"51071"	"2012"	"2012"	22	16928	130.0	81.4	196.8	112.9	69.0	174.3
	"Giles County, VA"	"51071"	"2013"	"2013"	24	16925	141.8	90.9	211.0	118.8	73.6	181.7
	"Gloucester County, VA"	"51073"	"2009"	"2009"	27	36778	73.4	48.4	106.8	74.8	48.9	109.7
	"Gloucester County, VA"	"51073"	"2010"	"2010"	45	36858	122.1	89.1	163.4	120.1	87.3	161.3
	"Gloucester County, VA"	"51073"	"2011"	"2011"	58	36901	157.2	119.4	203.2	155.9	117.8	202.5
	"Gloucester County, VA"	"51073"	"2012"	"2012"	56	36886	151.8	114.7	197.1	138.4	103.7	181.1
