"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Chittenden County, VT"	"50007"	"2016"	"2016"	159	161531	98.4	92.0
	"Chittenden County, VT"	"50007"	"2017"	"2017"	160	162372	98.5	89.5
	"Chittenden County, VT"	"50007"	"2018"	"2018"	168	164572	102.1	91.0
	"Essex County, VT"	"50009"	"2015"	"2015"	12	6163	Unreliable	Unreliable
	"Essex County, VT"	"50009"	"2017"	"2017"	23	6230	369.2	329.4
	"Franklin County, VT"	"50011"	"2015"	"2015"	59	48799	120.9	115.8
	"Franklin County, VT"	"50011"	"2016"	"2016"	60	48915	122.7	119.6
	"Franklin County, VT"	"50011"	"2017"	"2017"	75	49025	153.0	149.8
	"Franklin County, VT"	"50011"	"2018"	"2018"	66	49421	133.5	130.4
	"Grand Isle County, VT"	"50013"	"2015"	"2015"	17	6861	Unreliable	Unreliable
	"Grand Isle County, VT"	"50013"	"2016"	"2016"	12	6919	Unreliable	Unreliable
	"Lamoille County, VT"	"50015"	"2015"	"2015"	24	25235	95.1	80.2
	"Lamoille County, VT"	"50015"	"2016"	"2016"	32	25333	126.3	110.4
	"Lamoille County, VT"	"50015"	"2017"	"2017"	23	25337	90.8	84.3
	"Lamoille County, VT"	"50015"	"2018"	"2018"	22	25300	87.0	75.0
	"Orange County, VT"	"50017"	"2015"	"2015"	33	28899	114.2	101.5
	"Orange County, VT"	"50017"	"2016"	"2016"	35	28919	121.0	110.7
	"Orange County, VT"	"50017"	"2017"	"2017"	38	28974	131.2	123.9
	"Orange County, VT"	"50017"	"2018"	"2018"	46	28999	158.6	128.8
	"Orleans County, VT"	"50019"	"2015"	"2015"	52	27100	191.9	150.9
	"Orleans County, VT"	"50019"	"2016"	"2016"	54	26863	201.0	156.3
	"Orleans County, VT"	"50019"	"2017"	"2017"	52	26841	193.7	150.3
	"Orleans County, VT"	"50019"	"2018"	"2018"	35	26907	130.1	103.5
	"Rutland County, VT"	"50021"	"2015"	"2015"	69	59736	115.5	93.5
	"Rutland County, VT"	"50021"	"2016"	"2016"	87	59310	146.7	123.6
	"Rutland County, VT"	"50021"	"2017"	"2017"	94	59087	159.1	128.4
	"Rutland County, VT"	"50021"	"2018"	"2018"	136	58672	231.8	189.2
	"Washington County, VT"	"50023"	"2015"	"2015"	69	58612	117.7	95.1
	"Washington County, VT"	"50023"	"2016"	"2016"	87	58504	148.7	132.0
	"Washington County, VT"	"50023"	"2017"	"2017"	73	58290	125.2	101.4
	"Washington County, VT"	"50023"	"2018"	"2018"	79	58140	135.9	112.7
	"Windham County, VT"	"50025"	"2015"	"2015"	59	43386	136.0	103.1
	"Windham County, VT"	"50025"	"2016"	"2016"	90	43145	208.6	172.5
	"Windham County, VT"	"50025"	"2017"	"2017"	77	42869	179.6	151.1
	"Windham County, VT"	"50025"	"2018"	"2018"	94	42756	219.9	183.9
	"Windsor County, VT"	"50027"	"2015"	"2015"	87	55737	156.1	127.9
	"Windsor County, VT"	"50027"	"2016"	"2016"	85	55496	153.2	115.6
	"Windsor County, VT"	"50027"	"2017"	"2017"	93	55100	168.8	137.6
	"Windsor County, VT"	"50027"	"2018"	"2018"	105	55286	189.9	153.8
	"Accomack County, VA"	"51001"	"2015"	"2015"	70	32973	212.3	176.7
	"Accomack County, VA"	"51001"	"2016"	"2016"	43	32947	130.5	113.1
	"Accomack County, VA"	"51001"	"2017"	"2017"	42	32545	129.1	96.0
	"Accomack County, VA"	"51001"	"2018"	"2018"	51	32412	157.3	124.0
	"Albemarle County, VA"	"51003"	"2015"	"2015"	155	105703	146.6	110.6
	"Albemarle County, VA"	"51003"	"2016"	"2016"	141	106878	131.9	93.7
	"Albemarle County, VA"	"51003"	"2017"	"2017"	179	107702	166.2	126.5
	"Albemarle County, VA"	"51003"	"2018"	"2018"	126	108718	115.9	84.7
	"Alleghany County, VA"	"51005"	"2015"	"2015"	19	15677	Unreliable	Unreliable
	"Alleghany County, VA"	"51005"	"2016"	"2016"	30	15595	192.4	141.7
	"Alleghany County, VA"	"51005"	"2017"	"2017"	28	15122	185.2	128.1
	"Alleghany County, VA"	"51005"	"2018"	"2018"	25	14910	167.7	114.4
	"Amelia County, VA"	"51007"	"2015"	"2015"	21	12903	162.8	143.3
	"Amelia County, VA"	"51007"	"2016"	"2016"	30	12913	232.3	190.1
	"Amelia County, VA"	"51007"	"2017"	"2017"	19	13020	Unreliable	Unreliable
	"Amelia County, VA"	"51007"	"2018"	"2018"	16	13013	Unreliable	Unreliable
	"Amherst County, VA"	"51009"	"2015"	"2015"	34	31914	106.5	82.2
	"Amherst County, VA"	"51009"	"2016"	"2016"	50	31633	158.1	124.9
	"Amherst County, VA"	"51009"	"2017"	"2017"	44	31594	139.3	96.5
	"Amherst County, VA"	"51009"	"2018"	"2018"	51	31666	161.1	118.0
	"Appomattox County, VA"	"51011"	"2015"	"2015"	26	15414	168.7	171.5
	"Appomattox County, VA"	"51011"	"2016"	"2016"	15	15475	Unreliable	Unreliable
	"Appomattox County, VA"	"51011"	"2017"	"2017"	15	15681	Unreliable	Unreliable
	"Appomattox County, VA"	"51011"	"2018"	"2018"	29	15841	183.1	159.9
	"Arlington County, VA"	"51013"	"2015"	"2015"	127	229164	55.4	65.6
	"Arlington County, VA"	"51013"	"2016"	"2016"	138	230050	60.0	70.9
	"Arlington County, VA"	"51013"	"2017"	"2017"	140	234965	59.6	68.7
	"Arlington County, VA"	"51013"	"2018"	"2018"	117	237521	49.3	56.2
	"Augusta County, VA"	"51015"	"2015"	"2015"	88	74314	118.4	92.9
	"Augusta County, VA"	"51015"	"2016"	"2016"	95	74997	126.7	99.2
	"Augusta County, VA"	"51015"	"2017"	"2017"	99	75144	131.7	114.2
	"Augusta County, VA"	"51015"	"2018"	"2018"	95	75457	125.9	101.3
	"Bath County, VA"	"51017"	"2018"	"2018"	11	4292	Unreliable	Unreliable
	"Bedford County, VA"	"51019"	"2015"	"2015"	113	77724	145.4	122.2
	"Bedford County, VA"	"51019"	"2016"	"2016"	112	77960	143.7	130.1
	"Bedford County, VA"	"51019"	"2017"	"2017"	139	77974	178.3	144.8
	"Bedford County, VA"	"51019"	"2018"	"2018"	119	78747	151.1	125.7
	"Bland County, VA"	"51021"	"2016"	"2016"	14	6513	Unreliable	Unreliable
	"Bland County, VA"	"51021"	"2017"	"2017"	16	6350	Unreliable	Unreliable
	"Botetourt County, VA"	"51023"	"2015"	"2015"	44	33347	131.9	107.9
	"Botetourt County, VA"	"51023"	"2016"	"2016"	51	33231	153.5	113.9
	"Botetourt County, VA"	"51023"	"2017"	"2017"	56	33192	168.7	137.0
	"Botetourt County, VA"	"51023"	"2018"	"2018"	63	33277	189.3	148.7
	"Brunswick County, VA"	"51025"	"2015"	"2015"	18	16698	Unreliable	Unreliable
	"Brunswick County, VA"	"51025"	"2016"	"2016"	18	16243	Unreliable	Unreliable
	"Brunswick County, VA"	"51025"	"2017"	"2017"	28	16244	172.4	135.0
	"Brunswick County, VA"	"51025"	"2018"	"2018"	21	16384	128.2	101.2
	"Buchanan County, VA"	"51027"	"2015"	"2015"	46	22776	202.0	189.3
	"Buchanan County, VA"	"51027"	"2016"	"2016"	35	22178	157.8	126.6
	"Buchanan County, VA"	"51027"	"2017"	"2017"	28	21514	130.1	99.6
	"Buchanan County, VA"	"51027"	"2018"	"2018"	33	21221	155.5	141.0
	"Buckingham County, VA"	"51029"	"2015"	"2015"	17	17032	Unreliable	Unreliable
	"Buckingham County, VA"	"51029"	"2016"	"2016"	27	17048	158.4	149.1
	"Buckingham County, VA"	"51029"	"2017"	"2017"	33	17065	193.4	172.8
	"Buckingham County, VA"	"51029"	"2018"	"2018"	24	16999	141.2	106.9
	"Campbell County, VA"	"51031"	"2015"	"2015"	85	55086	154.3	131.9
	"Campbell County, VA"	"51031"	"2016"	"2016"	85	54952	154.7	132.7
	"Campbell County, VA"	"51031"	"2017"	"2017"	78	55010	141.8	110.2
	"Campbell County, VA"	"51031"	"2018"	"2018"	104	54973	189.2	145.3
	"Caroline County, VA"	"51033"	"2015"	"2015"	41	29984	136.7	141.1
	"Caroline County, VA"	"51033"	"2016"	"2016"	41	30178	135.9	139.0
	"Caroline County, VA"	"51033"	"2017"	"2017"	41	30461	134.6	134.8
	"Caroline County, VA"	"51033"	"2018"	"2018"	50	30772	162.5	147.5
	"Carroll County, VA"	"51035"	"2015"	"2015"	51	29724	171.6	137.2
	"Carroll County, VA"	"51035"	"2016"	"2016"	56	29531	189.6	142.6
	"Carroll County, VA"	"51035"	"2017"	"2017"	53	29708	178.4	132.0
	"Carroll County, VA"	"51035"	"2018"	"2018"	52	29636	175.5	121.9
	"Charles City County, VA"	"51036"	"2015"	"2015"	11	7040	Unreliable	Unreliable
	"Charles City County, VA"	"51036"	"2016"	"2016"	17	7071	Unreliable	Unreliable
	"Charlotte County, VA"	"51037"	"2015"	"2015"	27	12201	221.3	180.8
	"Charlotte County, VA"	"51037"	"2016"	"2016"	25	12129	206.1	159.6
	"Charlotte County, VA"	"51037"	"2017"	"2017"	21	12119	173.3	141.8
	"Charlotte County, VA"	"51037"	"2018"	"2018"	17	11938	Unreliable	Unreliable
	"Chesterfield County, VA"	"51041"	"2015"	"2015"	319	335687	95.0	99.6
	"Chesterfield County, VA"	"51041"	"2016"	"2016"	352	339009	103.8	109.1
	"Chesterfield County, VA"	"51041"	"2017"	"2017"	401	343599	116.7	120.0
	"Chesterfield County, VA"	"51041"	"2018"	"2018"	379	348556	108.7	109.4
	"Clarke County, VA"	"51043"	"2015"	"2015"	22	14363	153.2	124.3
	"Clarke County, VA"	"51043"	"2016"	"2016"	30	14374	208.7	166.5
	"Clarke County, VA"	"51043"	"2017"	"2017"	31	14508	213.7	172.2
	"Clarke County, VA"	"51043"	"2018"	"2018"	15	14523	Unreliable	Unreliable
	"Culpeper County, VA"	"51047"	"2015"	"2015"	51	49432	103.2	105.5
	"Culpeper County, VA"	"51047"	"2016"	"2016"	55	50083	109.8	113.4
	"Culpeper County, VA"	"51047"	"2017"	"2017"	89	51282	173.6	179.2
	"Culpeper County, VA"	"51047"	"2018"	"2018"	84	51859	162.0	156.4
	"Cumberland County, VA"	"51049"	"2015"	"2015"	13	9719	Unreliable	Unreliable
	"Cumberland County, VA"	"51049"	"2016"	"2016"	10	9652	Unreliable	Unreliable
	"Cumberland County, VA"	"51049"	"2017"	"2017"	12	9811	Unreliable	Unreliable
	"Cumberland County, VA"	"51049"	"2018"	"2018"	10	9809	Unreliable	Unreliable
	"Dickenson County, VA"	"51051"	"2015"	"2015"	24	15115	158.8	150.7
	"Dickenson County, VA"	"51051"	"2016"	"2016"	25	14968	167.0	152.2
	"Dickenson County, VA"	"51051"	"2017"	"2017"	24	14782	162.4	134.5
	"Dickenson County, VA"	"51051"	"2018"	"2018"	28	14523	192.8	172.6
	"Dinwiddie County, VA"	"51053"	"2015"	"2015"	32	27852	114.9	110.4
	"Dinwiddie County, VA"	"51053"	"2016"	"2016"	32	28144	113.7	101.1
	"Dinwiddie County, VA"	"51053"	"2017"	"2017"	49	28208	173.7	160.0
	"Dinwiddie County, VA"	"51053"	"2018"	"2018"	27	28529	94.6	85.2
	"Essex County, VA"	"51057"	"2015"	"2015"	12	11130	Unreliable	Unreliable
	"Essex County, VA"	"51057"	"2016"	"2016"	20	11123	179.8	121.5
	"Essex County, VA"	"51057"	"2017"	"2017"	12	11028	Unreliable	Unreliable
	"Essex County, VA"	"51057"	"2018"	"2018"	11	10919	Unreliable	Unreliable
	"Fairfax County, VA"	"51059"	"2015"	"2015"	726	1142234	63.6	68.1
	"Fairfax County, VA"	"51059"	"2016"	"2016"	704	1138652	61.8	64.9
	"Fairfax County, VA"	"51059"	"2017"	"2017"	755	1148433	65.7	67.6
	"Fairfax County, VA"	"51059"	"2018"	"2018"	761	1150795	66.1	66.7
	"Fauquier County, VA"	"51061"	"2015"	"2015"	92	68782	133.8	135.4
	"Fauquier County, VA"	"51061"	"2016"	"2016"	98	69069	141.9	142.7
	"Fauquier County, VA"	"51061"	"2017"	"2017"	101	69465	145.4	138.4
	"Fauquier County, VA"	"51061"	"2018"	"2018"	93	70675	131.6	128.3
	"Floyd County, VA"	"51063"	"2015"	"2015"	33	15651	210.8	160.6
	"Floyd County, VA"	"51063"	"2016"	"2016"	22	15731	139.9	95.8
	"Floyd County, VA"	"51063"	"2017"	"2017"	22	15755	139.6	107.7
	"Floyd County, VA"	"51063"	"2018"	"2018"	30	15795	189.9	151.1
	"Fluvanna County, VA"	"51065"	"2015"	"2015"	33	26235	125.8	108.0
	"Fluvanna County, VA"	"51065"	"2016"	"2016"	20	26271	76.1	60.2
	"Fluvanna County, VA"	"51065"	"2017"	"2017"	31	26452	117.2	86.3
	"Fluvanna County, VA"	"51065"	"2018"	"2018"	42	26783	156.8	137.2
	"Franklin County, VA"	"51067"	"2015"	"2015"	88	56264	156.4	127.2
	"Franklin County, VA"	"51067"	"2016"	"2016"	94	56069	167.7	147.7
	"Franklin County, VA"	"51067"	"2017"	"2017"	87	56445	154.1	127.3
	"Franklin County, VA"	"51067"	"2018"	"2018"	96	56195	170.8	144.6
	"Frederick County, VA"	"51069"	"2015"	"2015"	116	83199	139.4	130.5
	"Frederick County, VA"	"51069"	"2016"	"2016"	120	84421	142.1	129.6
	"Frederick County, VA"	"51069"	"2017"	"2017"	97	86484	112.2	103.8
	"Frederick County, VA"	"51069"	"2018"	"2018"	87	88355	98.5	92.6
	"Giles County, VA"	"51071"	"2015"	"2015"	41	16708	245.4	195.3
	"Giles County, VA"	"51071"	"2016"	"2016"	32	16857	189.8	131.3
	"Giles County, VA"	"51071"	"2017"	"2017"	38	16837	225.7	165.2
	"Giles County, VA"	"51071"	"2018"	"2018"	29	16844	172.2	132.3
	"Gloucester County, VA"	"51073"	"2015"	"2015"	61	37143	164.2	152.2
	"Gloucester County, VA"	"51073"	"2016"	"2016"	60	37214	161.2	152.4
	"Gloucester County, VA"	"51073"	"2017"	"2017"	70	37292	187.7	166.2
	"Gloucester County, VA"	"51073"	"2018"	"2018"	46	37349	123.2	105.3
	"Goochland County, VA"	"51075"	"2015"	"2015"	22	22253	98.9	95.1
	"Goochland County, VA"	"51075"	"2016"	"2016"	26	22668	114.7	96.1
	"Goochland County, VA"	"51075"	"2017"	"2017"	22	22685	97.0	88.9
	"Goochland County, VA"	"51075"	"2018"	"2018"	23	23244	99.0	72.4
	"Grayson County, VA"	"51077"	"2015"	"2015"	22	16012	137.4	113.8
	"Grayson County, VA"	"51077"	"2016"	"2016"	26	15107	172.1	158.9
	"Grayson County, VA"	"51077"	"2017"	"2017"	19	15665	Unreliable	Unreliable
	"Grayson County, VA"	"51077"	"2018"	"2018"	20	15631	128.0	102.1
	"Greene County, VA"	"51079"	"2015"	"2015"	20	19162	104.4	98.2
	"Greene County, VA"	"51079"	"2016"	"2016"	24	19371	123.9	113.1
	"Greene County, VA"	"51079"	"2017"	"2017"	28	19612	142.8	139.7
	"Greene County, VA"	"51079"	"2018"	"2018"	24	19779	121.3	116.8
	"Greensville County, VA"	"51081"	"2015"	"2015"	21	11885	176.7	158.8
	"Greensville County, VA"	"51081"	"2016"	"2016"	15	11706	Unreliable	Unreliable
	"Greensville County, VA"	"51081"	"2017"	"2017"	19	11679	Unreliable	Unreliable
	"Greensville County, VA"	"51081"	"2018"	"2018"	18	11627	Unreliable	Unreliable
	"Halifax County, VA"	"51083"	"2015"	"2015"	46	35125	131.0	108.9
	"Halifax County, VA"	"51083"	"2016"	"2016"	71	34992	202.9	177.1
	"Halifax County, VA"	"51083"	"2017"	"2017"	57	34563	164.9	115.0
	"Halifax County, VA"	"51083"	"2018"	"2018"	66	34120	193.4	139.3
	"Hanover County, VA"	"51085"	"2015"	"2015"	122	103227	118.2	108.2
	"Hanover County, VA"	"51085"	"2016"	"2016"	115	104392	110.2	95.7
	"Hanover County, VA"	"51085"	"2017"	"2017"	129	105923	121.8	111.4
	"Hanover County, VA"	"51085"	"2018"	"2018"	139	107239	129.6	112.2
	"Henrico County, VA"	"51087"	"2015"	"2015"	422	325155	129.8	114.6
	"Henrico County, VA"	"51087"	"2016"	"2016"	399	326501	122.2	109.4
	"Henrico County, VA"	"51087"	"2017"	"2017"	392	327898	119.5	106.8
	"Henrico County, VA"	"51087"	"2018"	"2018"	367	329261	111.5	98.6
	"Henry County, VA"	"51089"	"2015"	"2015"	78	51881	150.3	121.3
	"Henry County, VA"	"51089"	"2016"	"2016"	79	51445	153.6	124.4
	"Henry County, VA"	"51089"	"2017"	"2017"	97	51227	189.4	135.1
	"Henry County, VA"	"51089"	"2018"	"2018"	94	50953	184.5	140.0
	"Isle of Wight County, VA"	"51093"	"2015"	"2015"	46	36314	126.7	108.6
	"Isle of Wight County, VA"	"51093"	"2016"	"2016"	63	36596	172.1	145.6
	"Isle of Wight County, VA"	"51093"	"2017"	"2017"	58	36552	158.7	130.0
	"Isle of Wight County, VA"	"51093"	"2018"	"2018"	56	36953	151.5	122.5
	"James City County, VA"	"51095"	"2015"	"2015"	120	73147	164.1	110.9
	"James City County, VA"	"51095"	"2016"	"2016"	110	74404	147.8	97.7
	"James City County, VA"	"51095"	"2017"	"2017"	116	75524	153.6	106.9
	"James City County, VA"	"51095"	"2018"	"2018"	124	76397	162.3	103.3
	"King and Queen County, VA"	"51097"	"2018"	"2018"	13	7042	Unreliable	Unreliable
	"King George County, VA"	"51099"	"2015"	"2015"	27	25515	105.8	113.9
	"King George County, VA"	"51099"	"2016"	"2016"	40	25984	153.9	162.9
	"King George County, VA"	"51099"	"2017"	"2017"	35	26337	132.9	144.0
	"King George County, VA"	"51099"	"2018"	"2018"	40	26575	150.5	164.4
	"King William County, VA"	"51101"	"2015"	"2015"	26	16269	159.8	163.4
	"King William County, VA"	"51101"	"2016"	"2016"	26	16334	159.2	163.5
	"King William County, VA"	"51101"	"2017"	"2017"	21	16708	125.7	132.3
	"King William County, VA"	"51101"	"2018"	"2018"	19	16939	Unreliable	Unreliable
	"Lancaster County, VA"	"51103"	"2015"	"2015"	28	10965	255.4	108.1
	"Lancaster County, VA"	"51103"	"2016"	"2016"	23	10972	209.6	121.8
	"Lancaster County, VA"	"51103"	"2017"	"2017"	28	10788	259.5	109.7
	"Lancaster County, VA"	"51103"	"2018"	"2018"	30	10783	278.2	150.0
	"Lee County, VA"	"51105"	"2015"	"2015"	24	24742	97.0	89.4
	"Lee County, VA"	"51105"	"2016"	"2016"	28	24179	115.8	93.8
	"Lee County, VA"	"51105"	"2017"	"2017"	33	23758	138.9	117.6
	"Lee County, VA"	"51105"	"2018"	"2018"	43	23541	182.7	166.0
	"Loudoun County, VA"	"51107"	"2015"	"2015"	174	375629	46.3	62.0
	"Loudoun County, VA"	"51107"	"2016"	"2016"	211	385945	54.7	71.9
	"Loudoun County, VA"	"51107"	"2017"	"2017"	185	398080	46.5	58.5
	"Loudoun County, VA"	"51107"	"2018"	"2018"	203	406850	49.9	63.8
	"Louisa County, VA"	"51109"	"2015"	"2015"	42	34602	121.4	117.3
	"Louisa County, VA"	"51109"	"2016"	"2016"	48	35236	136.2	128.0
	"Louisa County, VA"	"51109"	"2017"	"2017"	47	35860	131.1	121.0
	"Louisa County, VA"	"51109"	"2018"	"2018"	50	36778	136.0	128.7
	"Lunenburg County, VA"	"51111"	"2015"	"2015"	19	12299	Unreliable	Unreliable
	"Lunenburg County, VA"	"51111"	"2016"	"2016"	14	12273	Unreliable	Unreliable
	"Lunenburg County, VA"	"51111"	"2017"	"2017"	18	12235	Unreliable	Unreliable
	"Lunenburg County, VA"	"51111"	"2018"	"2018"	20	12086	165.5	128.4
	"Madison County, VA"	"51113"	"2015"	"2015"	31	13134	236.0	193.8
	"Madison County, VA"	"51113"	"2016"	"2016"	32	13078	244.7	192.9
	"Madison County, VA"	"51113"	"2017"	"2017"	26	13277	195.8	145.7
	"Madison County, VA"	"51113"	"2018"	"2018"	25	13295	188.0	158.6
	"Mathews County, VA"	"51115"	"2015"	"2015"	24	8862	270.8	218.9
	"Mathews County, VA"	"51115"	"2016"	"2016"	16	8782	Unreliable	Unreliable
	"Mathews County, VA"	"51115"	"2017"	"2017"	14	8779	Unreliable	Unreliable
	"Mecklenburg County, VA"	"51117"	"2015"	"2015"	43	31081	138.3	96.7
	"Mecklenburg County, VA"	"51117"	"2016"	"2016"	47	30892	152.1	125.4
	"Mecklenburg County, VA"	"51117"	"2017"	"2017"	56	30686	182.5	142.5
	"Mecklenburg County, VA"	"51117"	"2018"	"2018"	73	30650	238.2	190.5
	"Middlesex County, VA"	"51119"	"2015"	"2015"	24	10606	226.3	120.8
	"Middlesex County, VA"	"51119"	"2016"	"2016"	18	10778	Unreliable	Unreliable
	"Middlesex County, VA"	"51119"	"2017"	"2017"	24	10679	224.7	168.8
	"Middlesex County, VA"	"51119"	"2018"	"2018"	17	10769	Unreliable	Unreliable
	"Montgomery County, VA"	"51121"	"2015"	"2015"	83	97653	85.0	94.0
	"Montgomery County, VA"	"51121"	"2016"	"2016"	89	98602	90.3	100.5
	"Montgomery County, VA"	"51121"	"2017"	"2017"	95	98559	96.4	105.8
	"Montgomery County, VA"	"51121"	"2018"	"2018"	95	98985	96.0	99.6
	"Nelson County, VA"	"51125"	"2015"	"2015"	21	14785	142.0	99.8
	"Nelson County, VA"	"51125"	"2016"	"2016"	25	14869	168.1	121.8
	"Nelson County, VA"	"51125"	"2017"	"2017"	27	14943	180.7	149.8
	"Nelson County, VA"	"51125"	"2018"	"2018"	21	14836	141.5	124.1
	"New Kent County, VA"	"51127"	"2015"	"2015"	28	20392	137.3	161.8
	"New Kent County, VA"	"51127"	"2016"	"2016"	22	21147	104.0	108.0
	"New Kent County, VA"	"51127"	"2017"	"2017"	31	21682	143.0	157.3
	"New Kent County, VA"	"51127"	"2018"	"2018"	22	22391	98.3	90.8
	"Northampton County, VA"	"51131"	"2015"	"2015"	17	12155	Unreliable	Unreliable
	"Northampton County, VA"	"51131"	"2016"	"2016"	23	12139	189.5	121.9
	"Northampton County, VA"	"51131"	"2017"	"2017"	19	11846	Unreliable	Unreliable
	"Northampton County, VA"	"51131"	"2018"	"2018"	22	11735	187.5	109.0
	"Northumberland County, VA"	"51133"	"2015"	"2015"	21	12232	171.7	130.1
	"Northumberland County, VA"	"51133"	"2016"	"2016"	25	12222	204.5	137.3
	"Northumberland County, VA"	"51133"	"2017"	"2017"	17	12275	Unreliable	Unreliable
	"Northumberland County, VA"	"51133"	"2018"	"2018"	12	12147	Unreliable	Unreliable
	"Nottoway County, VA"	"51135"	"2015"	"2015"	22	15673	140.4	113.0
	"Nottoway County, VA"	"51135"	"2016"	"2016"	22	15595	141.1	120.2
	"Nottoway County, VA"	"51135"	"2017"	"2017"	19	15434	Unreliable	Unreliable
	"Nottoway County, VA"	"51135"	"2018"	"2018"	19	15420	Unreliable	Unreliable
	"Orange County, VA"	"51137"	"2015"	"2015"	58	35385	163.9	140.0
	"Orange County, VA"	"51137"	"2016"	"2016"	75	35533	211.1	176.2
	"Orange County, VA"	"51137"	"2017"	"2017"	65	36073	180.2	148.7
	"Orange County, VA"	"51137"	"2018"	"2018"	62	36644	169.2	143.8
	"Page County, VA"	"51139"	"2015"	"2015"	32	23726	134.9	113.9
	"Page County, VA"	"51139"	"2016"	"2016"	45	23654	190.2	165.5
	"Page County, VA"	"51139"	"2017"	"2017"	30	23731	126.4	112.7
	"Page County, VA"	"51139"	"2018"	"2018"	41	23933	171.3	142.7
	"Patrick County, VA"	"51141"	"2015"	"2015"	36	18045	199.5	145.3
	"Patrick County, VA"	"51141"	"2016"	"2016"	35	17923	195.3	153.0
	"Patrick County, VA"	"51141"	"2017"	"2017"	34	17665	192.5	134.5
	"Patrick County, VA"	"51141"	"2018"	"2018"	36	17673	203.7	151.9
	"Pittsylvania County, VA"	"51143"	"2015"	"2015"	101	62194	162.4	138.8
	"Pittsylvania County, VA"	"51143"	"2016"	"2016"	99	61687	160.5	126.6
	"Pittsylvania County, VA"	"51143"	"2017"	"2017"	104	61258	169.8	137.3
	"Pittsylvania County, VA"	"51143"	"2018"	"2018"	120	60949	196.9	159.6
	"Powhatan County, VA"	"51145"	"2015"	"2015"	30	28031	107.0	93.5
	"Powhatan County, VA"	"51145"	"2016"	"2016"	17	28443	Unreliable	Unreliable
	"Powhatan County, VA"	"51145"	"2017"	"2017"	45	28601	157.3	156.2
	"Powhatan County, VA"	"51145"	"2018"	"2018"	22	29189	75.4	64.8
	"Prince Edward County, VA"	"51147"	"2015"	"2015"	37	22952	161.2	168.7
	"Prince Edward County, VA"	"51147"	"2016"	"2016"	28	23142	121.0	124.6
	"Prince Edward County, VA"	"51147"	"2017"	"2017"	33	22703	145.4	123.2
	"Prince Edward County, VA"	"51147"	"2018"	"2018"	32	22950	139.4	109.7
	"Prince George County, VA"	"51149"	"2015"	"2015"	27	37862	71.3	71.9
	"Prince George County, VA"	"51149"	"2016"	"2016"	32	37845	84.6	87.7
	"Prince George County, VA"	"51149"	"2017"	"2017"	39	37809	103.2	103.2
	"Prince George County, VA"	"51149"	"2018"	"2018"	32	38082	84.0	80.5
	"Prince William County, VA"	"51153"	"2015"	"2015"	219	451721	48.5	68.6
	"Prince William County, VA"	"51153"	"2016"	"2016"	290	455210	63.7	80.9
	"Prince William County, VA"	"51153"	"2017"	"2017"	311	463023	67.2	88.5
	"Prince William County, VA"	"51153"	"2018"	"2018"	297	468011	63.5	79.7
	"Pulaski County, VA"	"51155"	"2015"	"2015"	66	34332	192.2	148.6
	"Pulaski County, VA"	"51155"	"2016"	"2016"	62	34203	181.3	142.1
	"Pulaski County, VA"	"51155"	"2017"	"2017"	60	34184	175.5	139.2
	"Pulaski County, VA"	"51155"	"2018"	"2018"	71	34066	208.4	152.8
	"Rappahannock County, VA"	"51157"	"2017"	"2017"	14	7321	Unreliable	Unreliable
	"Richmond County, VA"	"51159"	"2015"	"2015"	17	8908	Unreliable	Unreliable
	"Richmond County, VA"	"51159"	"2016"	"2016"	11	8774	Unreliable	Unreliable
	"Richmond County, VA"	"51159"	"2018"	"2018"	11	9038	Unreliable	Unreliable
	"Roanoke County, VA"	"51161"	"2015"	"2015"	170	94409	180.1	126.1
	"Roanoke County, VA"	"51161"	"2016"	"2016"	168	94031	178.7	135.6
	"Roanoke County, VA"	"51161"	"2017"	"2017"	189	93730	201.6	146.6
	"Roanoke County, VA"	"51161"	"2018"	"2018"	194	94073	206.2	150.4
	"Rockbridge County, VA"	"51163"	"2015"	"2015"	54	22354	241.6	176.9
	"Rockbridge County, VA"	"51163"	"2016"	"2016"	44	22392	196.5	135.6
	"Rockbridge County, VA"	"51163"	"2017"	"2017"	51	22659	225.1	147.6
	"Rockbridge County, VA"	"51163"	"2018"	"2018"	35	22752	153.8	105.3
	"Rockingham County, VA"	"51165"	"2015"	"2015"	107	78593	136.1	105.1
	"Rockingham County, VA"	"51165"	"2016"	"2016"	91	79744	114.1	88.6
	"Rockingham County, VA"	"51165"	"2017"	"2017"	91	80227	113.4	90.7
	"Rockingham County, VA"	"51165"	"2018"	"2018"	105	81244	129.2	103.3
	"Russell County, VA"	"51167"	"2015"	"2015"	47	27891	168.5	142.1
	"Russell County, VA"	"51167"	"2016"	"2016"	42	27370	153.5	135.4
	"Russell County, VA"	"51167"	"2017"	"2017"	38	27048	140.5	128.6
	"Russell County, VA"	"51167"	"2018"	"2018"	27	26748	100.9	81.0
	"Scott County, VA"	"51169"	"2015"	"2015"	44	22126	198.9	143.8
	"Scott County, VA"	"51169"	"2016"	"2016"	50	21930	228.0	177.8
	"Scott County, VA"	"51169"	"2017"	"2017"	39	21865	178.4	116.8
	"Scott County, VA"	"51169"	"2018"	"2018"	32	21534	148.6	108.1
